id,MW,HBA,HBD,RotB,LogP,TPSA,GBSA,docking score
369,279.2,5,2,2,3.12,66.5,-37.8339955954534,-7.51903653692165
370,399.5,9,3,11,1.92,116.4,-55.8746566855016,-7.5190076230961
371,375.7,3,0,4,5.05,43.4,-49.2964537021135,-7.51893820819075
372,395.5,4,2,10,4.53,66.4,-55.1971483957414,-7.51799573943011
373,313.4,5,2,6,3.54,67.8,-46.5038032216899,-7.5166966459086
374,346.8,5,1,6,4.11,59.8,-33.5044085932304,-7.51627619254114
375,288.7,4,0,2,3.13,52.6,-41.7060500023754,-7.51581561610584
376,383.9,7,1,4,1.75,95.9,-45.977983630647,-7.51436996737254
377,409.7,4,0,2,5.46,56.5,-39.8332633202554,-7.51406352223583
378,451.5,7,1,9,2.99,86.8,-54.7001887669485,-7.51129753991996
379,442.8,7,1,6,2.51,92.8,-47.4539437231515,-7.51045794162253
380,419.4,8,2,5,2.35,100.7,-55.8043855721253,-7.50925424561763
381,307.3,4,1,2,3.76,54.9,-50.7604421963379,-7.50599903792806
382,324.4,4,0,3,4.34,43.6,-45.4170332992844,-7.50500746305797
383,413.5,5,2,8,1.8,45.7,-65.4781096336501,-7.50438685995433
384,433.4,7,1,6,2.97,81.8,-53.1002644759419,-7.50287397628902
385,387.4,6,3,8,2.36,95.1,-60.0012878880161,-7.50168944718947
386,412.5,8,1,7,0.93,113.4,-48.7936819195347,-7.50082289588575
387,338.8,6,1,8,2.77,77.9,-48.177516947444,-7.50056724028234
388,247.3,4,2,2,2.43,58.6,-44.6331638402626,-7.50040235527802
389,362.4,6,0,3,2.78,49.6,-45.0879837626408,-7.50036649113049
390,346.4,7,1,7,1.95,84.4,-51.2074763803121,-7.50010654298149
391,421.8,6,3,8,3.02,95.1,-62.8503878319043,-7.49967211692996
392,397.5,6,1,8,4.35,77.6,-49.2966600602876,-7.49948995404744
393,436.5,10,2,6,0.62,134.2,-54.6067877630048,-7.49910098945412
394,358.4,6,2,6,3.66,79.9,-53.7485942097755,-7.49864074728945
395,354.3,4,0,5,4.21,38.1,-52.6370294917324,-7.49861136188118
396,293.3,7,3,2,0.7,103.0,-45.1179997869713,-7.4976955937538
397,337.3,4,1,3,3.64,54.9,-49.3823109030318,-7.49638095770437
398,472.6,6,1,10,4.74,96.3,-51.1274869954123,-7.4960578221517
399,311.3,6,0,3,1.98,84.5,-47.0759809507708,-7.49461128454323
400,327.5,4,2,8,2.98,59.2,-47.2818329973998,-7.49419269996749
401,392.4,5,0,7,5.31,57.9,-48.3924058753519,-7.49368210073288
402,379.4,8,1,6,1.02,106.8,-44.2536457659153,-7.49345635100328
403,424.5,7,1,4,2.69,84.9,-51.5110657944433,-7.49259979008522
404,349.9,4,1,7,4.33,53.7,-54.4590990868501,-7.49155517016989
405,392.4,7,1,7,2.57,99.9,-49.1247101553645,-7.4910705883447
406,328.4,4,1,7,4.59,51.2,-56.4992656704881,-7.49046444298256
407,450.5,7,2,10,3.32,101.7,-65.5980622483021,-7.48604965051141
408,338.4,4,0,5,3.84,63.0,-53.3812269354503,-7.48503615163568
409,351.4,6,0,6,1.92,80.8,-38.0038210728098,-7.48479516864282
410,334.7,5,1,4,3.01,60.8,-56.0579058174853,-7.48449470361569
411,318.3,4,0,4,4.43,52.6,-47.4646473372841,-7.48291784919397
412,417.3,4,3,11,1.54,54.1,-54.4979567539185,-7.48042413462897
413,395.2,7,1,3,3.5,81.0,-54.4033056800217,-7.48014388437476
414,377.4,6,0,8,3.54,56.1,-37.5441128431439,-7.4791270198757
415,322.4,4,0,2,4.43,56.5,-51.4164071830191,-7.47842474589499
416,387.4,6,1,4,2.86,71.5,-39.4959023928004,-7.47813756999421
417,339.4,7,2,8,0.34,95.6,-55.3459754771102,-7.47630281302874
418,355.8,6,1,6,2.36,88.1,-46.7120387747082,-7.47550504143649
419,344.4,6,1,7,3.11,75.2,-51.3014914764626,-7.47549394064655
420,466.9,7,1,9,3.66,112.6,-49.8213168610846,-7.47541552787099
421,422.5,6,2,8,3.67,79.8,-63.6599295983315,-7.47532650007051
422,348.4,6,1,7,4.25,73.0,-38.7950537337601,-7.47498797729057
423,467.9,7,1,8,2.47,86.8,-53.4727377339523,-7.47351021786491
424,392.4,7,3,8,0.48,80.5,-40.7566523858795,-7.47332882920436
425,350.3,8,2,6,3.43,114.3,-50.4674208605029,-7.47270040666857
426,455.6,5,1,9,6.06,56.2,-43.2162996520692,-7.47159490832187
427,403.8,6,1,5,3.52,76.1,-46.5276184410204,-7.46851462019069
428,318.3,5,1,7,3.09,66.0,-35.4597167525872,-7.46797503932457
429,358.8,4,0,7,3.94,52.6,-51.0149809168133,-7.46723708597335
430,361.4,5,1,7,4.3,55.6,-34.6069788016866,-7.46687306655774
431,237.3,4,3,7,1.18,61.7,-48.9023974365746,-7.46685737444424
432,341.3,5,0,4,2.69,47.4,-37.6328607736741,-7.46639748026449
433,411.4,7,0,7,3.99,86.0,-58.9901146187649,-7.46639591993082
434,323.5,5,3,12,0.51,57.4,-44.5811687679725,-7.46552787140905
435,361.5,4,0,7,4.73,47.8,-39.752130258641,-7.46535208246511
436,294.4,6,0,3,1.51,59.1,-38.7273897301156,-7.46532624056305
437,339.8,5,1,3,3.59,73.2,-48.9981811474981,-7.46462735338289
438,355.4,7,1,6,1.31,81.8,-51.3850256126098,-7.46406718315408
439,418.4,10,3,8,1.1,126.1,-54.331032535516,-7.46350483163821
440,342.4,3,0,6,4.42,43.4,-54.4274040906284,-7.46337205419796
441,271.3,5,2,6,1.32,78.0,-51.4245980746191,-7.46097812652577
442,336.4,5,0,6,3.28,60.7,-48.9856239040182,-7.46020286073418
443,425.9,4,2,6,5.46,54.0,-47.4025917267481,-7.45986100538792
444,376.5,4,0,3,4.48,50.3,-58.1605873773296,-7.45934460594964
445,347.4,4,0,2,4.15,46.1,-47.4003952721414,-7.45904591610823
446,357.4,7,1,8,1.55,81.8,-51.1573959484967,-7.45643331715795
447,404.4,10,3,9,2.63,133.7,-46.8423166201537,-7.45587885086414
448,294.2,3,0,4,3.26,43.4,-42.2211563761166,-7.45516033206077
449,375.6,4,0,5,4.38,56.5,-54.8173139685478,-7.45438097972068
450,344.4,7,1,5,1.98,95.8,-35.7304445271093,-7.45364947171258
451,486.4,8,1,9,3.45,91.0,-49.9250638048634,-7.45356706462796
452,412.5,5,1,8,3.65,62.1,-56.7266421814966,-7.45344411335364
453,295.3,5,1,7,3.34,68.0,-48.2660002291941,-7.45294079970523
454,371.3,6,1,5,2.22,73.1,-48.6921643525884,-7.45223978978923
455,383.4,5,2,6,2.01,54.7,-57.5199276077237,-7.45193700740009
456,427.9,7,2,7,2.6,92.9,-51.8386484478688,-7.45189194467759
457,491.6,8,1,9,3.68,87.5,-62.6585715777792,-7.4511900799741
458,307.3,6,2,11,1.06,80.9,-49.2088659821793,-7.45014520755887
459,415.5,4,1,6,4.81,39.3,-42.7674031263959,-7.45010398356607
460,367.4,7,1,4,1.24,95.9,-43.3031982557395,-7.45009051147246
461,318.8,5,0,6,3.45,56.7,-52.3061506674894,-7.44990123333073
462,396.4,5,1,5,3.31,65.3,-44.5651601551263,-7.44968246745735
463,343.4,7,2,4,1.96,80.5,-47.6089807223516,-7.44958052102932
464,330.2,3,0,4,3.54,43.4,-41.4740360224914,-7.44877288312282
465,315.8,6,1,5,3.31,72.7,-40.745615785484,-7.44809179998064
466,442.9,10,3,7,2.79,136.5,-48.639262049448,-7.44706905204445
467,352.1,4,1,3,2.99,46.9,-43.0963128654912,-7.44684045232551
468,408.3,4,1,4,4.45,51.1,-43.8167798478444,-7.44683520775542
469,391.5,6,2,8,2.32,82.5,-39.4266988103391,-7.4466702261984
470,385.8,7,2,6,2.75,93.2,-58.3463500285679,-7.44589227002706
471,351.4,6,2,9,2.24,84.1,-45.3046343026735,-7.44425367535699
472,372.4,6,2,8,2.98,76.7,-53.5175425818525,-7.44338775621495
473,365.4,7,3,10,2.1,96.7,-49.5072664243471,-7.44301741575212
474,385.5,7,0,5,3.7,74.3,-51.4292398389262,-7.44264241558096
475,487.9,9,3,14,3.7,117.1,-63.7398114608541,-7.44241890572539
476,448.5,7,2,6,3.8,83.6,-63.7599625338544,-7.44234130619736
477,465.7,7,1,5,4.61,81.9,-50.2401356246091,-7.44226622387739
478,346.2,3,0,2,4.27,43.1,-38.4561051008277,-7.44218463864215
479,407.3,6,0,7,5.85,82.6,-49.6236218568592,-7.44189168103395
480,412.4,5,1,6,3.35,66.5,-49.1679608705645,-7.44184076400793
481,363.4,7,1,5,1.41,95.9,-45.8941907575609,-7.44163508777514
482,381.3,4,2,11,2.04,43.1,-51.3640907360677,-7.44135519167148
483,334.4,4,0,3,3.61,32.3,-45.4775369496683,-7.44028028986178
484,429.3,6,2,8,3.42,70.7,-59.2236064121435,-7.43969822719208
485,348.3,5,1,6,3.24,63.8,-55.1751243869776,-7.43955391957401
486,402.4,7,1,6,1.54,96.3,-56.9405518728081,-7.43876604361443
487,337.4,5,1,4,2.73,62.3,-47.2867640123723,-7.43848145861998
488,334.5,4,3,7,1.76,77.8,-35.1696710703782,-7.43764085420409
489,295.4,3,0,4,3.45,44.0,-48.6244098490133,-7.43677249929426
490,493.5,7,2,8,3.58,92.9,-38.368260664206,-7.43620625117863
491,452.9,7,3,7,3.92,97.6,-36.7184155035266,-7.43602358343955
492,372.4,7,2,3,3.88,96.4,-45.129839056789,-7.43561560705636
493,471.9,8,3,13,4.43,107.9,-64.5914028185662,-7.43368817024267
494,334.7,5,1,4,3.01,60.8,-52.2998613914724,-7.43274306646382
495,364.9,6,1,6,3.45,75.2,-54.9177339744792,-7.43160255892447
496,316.4,7,1,6,2.67,102.7,-41.789036970581,-7.43155329362946
497,348.8,5,1,6,2.63,64.4,-42.2301015556613,-7.43145771623043
498,429.9,6,3,9,4.0,89.4,-67.0727970668395,-7.43108582753308
499,375.4,6,2,6,3.15,70.7,-49.2902025936683,-7.4310482359278
500,421.3,3,0,6,5.18,43.4,-45.2569853630475,-7.42930936801476
501,473.4,7,2,9,4.62,83.4,-48.2564884274998,-7.42922685262509
502,292.7,4,0,4,3.21,56.5,-51.7602208805156,-7.42917448925826
503,294.8,3,3,9,2.74,50.0,-48.0294633244976,-7.42893219504137
504,303.3,5,2,7,2.41,74.8,-49.0013779435503,-7.4287159454436
505,396.8,4,1,4,4.35,49.4,-52.9449979915616,-7.4274344815666
506,345.4,6,0,4,2.52,73.6,-51.0400507447048,-7.42701290345991
507,390.3,5,0,10,4.05,65.5,-50.215360631114,-7.42679987834737
508,351.2,5,1,4,3.52,60.8,-57.3395662262701,-7.42605948971512
509,279.3,4,0,2,2.94,46.1,-45.1994062668346,-7.42584758292699
510,298.3,5,0,6,2.99,52.8,-46.6362249326257,-7.42561360706443
511,297.3,6,0,3,3.21,78.7,-44.696471078003,-7.42549943500927
512,414.3,6,1,7,2.66,88.1,-47.1944281784317,-7.42398159836705
513,407.4,6,2,4,3.76,75.6,-56.1650824730032,-7.42306521056225
514,376.3,5,1,7,2.35,58.6,-41.0603236850557,-7.42258341001815
515,377.5,7,1,6,1.66,95.9,-45.1454820273129,-7.42239870951773
516,343.4,6,0,3,1.99,66.6,-50.1811761026547,-7.42184618283356
517,327.3,7,1,6,1.31,90.4,-45.0326686761346,-7.42157107724516
518,369.3,6,2,8,2.53,84.1,-45.4576234127589,-7.42133498341825
519,421.4,5,2,8,4.81,63.2,-44.6737207764327,-7.42099113928993
520,401.5,8,2,10,1.67,98.0,-58.2814907272132,-7.42015439289175
521,426.5,6,0,11,3.18,59.1,-57.5056929371303,-7.42000208008937
522,292.4,3,1,5,3.46,46.5,-43.9324822424178,-7.41968442985604
523,354.5,4,2,6,4.5,41.9,-51.4814762975011,-7.41930991160291
524,396.5,7,3,7,2.57,94.3,-46.8682365794311,-7.41914615530833
525,382.5,6,0,3,3.1,77.7,-40.3015624897698,-7.41874333280621
526,377.5,6,0,5,2.34,76.8,-45.0444284006871,-7.4178594277349
527,406.9,7,1,5,3.14,84.4,-56.4591737422634,-7.41704931238188
528,407.5,5,0,5,3.44,63.7,-41.6980502535689,-7.41631208920941
529,353.3,5,2,7,2.65,74.8,-45.4984338530494,-7.41625905504418
530,362.4,5,1,7,3.8,63.8,-59.9238855383628,-7.41567537462029
531,424.8,4,1,4,4.96,51.1,-54.435427456574,-7.41558449437822
532,430.5,9,2,8,2.8,110.9,-53.7593256906976,-7.41471314851572
533,349.3,5,0,4,2.42,71.5,-43.3495951676214,-7.41421673212445
534,351.2,5,1,4,3.52,60.8,-53.3899966537983,-7.41291498136073
535,378.7,6,2,5,2.51,84.5,-46.720099570106,-7.4126783582535
536,345.9,4,0,7,4.4,38.1,-45.2475852871657,-7.41256867451154
537,314.3,3,1,3,4.92,46.5,-50.7255452720592,-7.41094585207541
538,420.4,8,1,5,2.72,97.9,-48.604258715477,-7.41063142733164
539,437.6,7,1,8,0.7,85.2,-37.7644975901039,-7.41039693930205
540,355.8,6,2,8,2.21,79.8,-48.2653846062112,-7.40907817945872
541,432.3,6,0,5,3.5,80.8,-52.3060907411082,-7.40760154808079
542,462.4,8,3,9,2.1,107.6,-54.8422714213566,-7.40749333330064
543,377.4,6,0,5,2.84,74.1,-42.5474952193717,-7.4068213428491
544,376.8,5,0,7,3.25,49.9,-59.3660314601811,-7.40674537871516
545,336.8,5,2,8,3.69,65.6,-37.8524400702254,-7.40647831169206
546,366.4,4,1,3,4.74,49.4,-56.466836397125,-7.40549087450472
547,300.4,4,1,7,2.85,47.3,-26.0556359456723,-7.40545036080593
548,451.5,6,1,8,4.09,81.1,-56.389266553143,-7.40540065272619
549,385.5,5,3,8,4.05,85.1,-58.0260255446183,-7.40503610930766
550,340.3,4,0,4,2.12,40.6,-39.5564561162364,-7.40465103579774
551,329.3,4,2,7,3.23,54.0,-45.2746799102542,-7.40432693747627
552,405.2,5,0,4,4.57,65.7,-47.435471281482,-7.40379854519358
553,364.4,6,1,6,1.92,75.7,-45.8240614921442,-7.40309536545112
554,409.5,5,1,8,3.94,58.4,-58.2352538966461,-7.40282805497311
555,459.4,5,1,5,5.15,66.5,-60.3777347856794,-7.40280888571014
556,393.3,6,0,6,5.46,82.6,-47.908505329955,-7.40171128372836
557,299.4,5,3,3,2.13,84.6,-40.5823148298623,-7.40099277926782
558,414.4,4,2,4,5.94,62.2,-50.4972591633241,-7.3999716216836
559,324.4,5,0,2,3.13,60.7,-41.8606644846404,-7.39899596590724
560,424.8,4,1,4,4.96,51.1,-52.3945500429254,-7.39884628909106
561,330.3,8,2,3,0.86,95.6,-42.4005011013787,-7.3982881674086
562,462.4,8,3,9,2.1,107.6,-53.5745026721115,-7.39827188189581
563,298.7,7,1,4,2.22,90.1,-43.1171853293226,-7.39736041547855
564,408.3,4,1,4,4.45,51.1,-47.4114957830425,-7.39666591076819
565,401.5,8,3,9,2.32,105.1,-43.2487681931088,-7.39653779226109
566,385.2,4,0,2,4.26,56.5,-45.3770361350016,-7.39516536693819
567,425.5,5,1,7,3.43,66.3,-50.2520806438115,-7.39472706653748
568,358.8,6,1,4,2.49,67.9,-55.5316425734245,-7.39362013674776
569,461.6,7,3,15,3.81,97.3,-55.6709968939467,-7.39237480587357
570,364.2,4,1,3,3.52,51.1,-40.7509863914493,-7.39225854614638
571,336.4,5,1,3,4.03,72.2,-47.0028992557636,-7.39166111074234
572,387.8,9,1,7,1.18,126.4,-45.9947108149745,-7.39143252867741
573,380.4,6,1,5,3.09,73.9,-51.3374002548071,-7.39141086748176
574,352.8,6,2,2,2.15,73.8,-42.4489268336692,-7.39108884369705
575,461.7,5,1,3,5.18,64.0,-51.4268425720957,-7.39094813856009
576,294.2,5,0,3,3.17,52.8,-43.7818677576815,-7.39039214001662
577,443.4,5,1,6,5.43,56.2,-54.351277931929,-7.38993869543586
578,362.5,6,0,7,3.58,59.7,-54.2085635803724,-7.38952574193831
579,256.3,4,2,3,2.8,66.8,-33.4710519819673,-7.38937234060304
580,461.8,8,2,6,3.09,104.8,-50.5208382035325,-7.38758873576847
581,424.5,7,3,9,3.21,94.3,-47.0388965666907,-7.38694379952114
582,324.8,4,1,3,3.21,49.4,-55.0467836102871,-7.38566616903045
583,265.3,4,0,1,2.69,46.1,-44.4344143035105,-7.38562922105575
584,352.4,6,2,7,3.72,76.0,-46.8608056398898,-7.3855879590989
585,373.4,5,2,9,1.17,54.2,-36.9350214647766,-7.38557348867334
586,349.4,3,1,8,3.37,46.2,-48.6981723639828,-7.38499452593747
587,356.3,7,0,3,1.66,85.3,-44.4083219433351,-7.38490915953293
588,394.3,6,1,7,3.47,67.9,-53.8607292610877,-7.3826280879654
589,461.7,5,2,6,3.74,75.6,-40.0066133254386,-7.38218752556025
590,374.5,7,3,8,1.75,96.3,-54.527236689637,-7.38125945536738
591,447.5,7,1,9,2.13,86.8,-53.2293871175052,-7.38095963378298
592,390.5,6,0,2,3.11,76.0,-47.1242153084486,-7.38068444632736
593,281.2,6,0,1,1.57,65.1,-42.3040908407693,-7.38056733697336
594,341.2,6,1,6,1.97,87.0,-45.6270189241359,-7.38041976503109
595,321.3,4,1,3,4.0,54.9,-49.0276659901883,-7.38028016462917
596,360.4,7,1,5,2.86,90.0,-48.5497843985404,-7.38000627923595
597,327.4,5,1,7,2.59,58.2,-49.0003367595227,-7.379917022926
598,381.5,5,2,5,3.55,81.0,-37.9838521817401,-7.37942999801136
599,292.3,7,2,2,2.29,76.8,-28.6927213164745,-7.37927358351657
600,325.3,5,2,4,3.3,69.6,-43.0495233605425,-7.3787215075473
601,349.4,6,0,6,3.52,65.7,-58.0215887225131,-7.37870893438514
602,323.8,4,1,6,4.18,55.4,-53.1831308962783,-7.3781532867515
603,342.3,6,1,4,1.98,67.9,-54.5659565606265,-7.37692127926477
604,353.3,5,0,4,2.06,47.2,-42.3351619223604,-7.37665029100246
605,393.3,5,1,7,3.81,58.6,-58.1390460596067,-7.37544348026823
606,287.3,8,0,3,0.77,94.2,-38.8223976330255,-7.37496451132737
607,389.4,9,1,6,2.4,105.4,-55.8095040100015,-7.37445443024781
608,425.3,7,3,7,3.7,111.1,-57.2992660330374,-7.37419771372621
609,415.8,8,2,6,1.9,102.0,-40.3451735603912,-7.37405526751588
610,297.7,6,0,1,2.08,65.1,-43.8883174460425,-7.37367972364087
611,425.9,6,3,10,4.41,89.4,-68.4813910203757,-7.37330354486939
612,397.2,6,1,4,3.68,72.4,-47.034596547066,-7.37305852482712
613,361.8,6,0,4,3.04,73.6,-52.8291437299986,-7.37248534841414
614,340.3,4,0,4,3.66,43.6,-47.2102581869822,-7.37247493104946
615,351.4,7,1,7,1.48,81.8,-50.0261645811051,-7.37213723156277
616,351.5,5,2,14,1.2,46.4,-52.753954858561,-7.37201993965644
617,424.8,4,1,4,4.96,51.1,-54.43363275712,-7.37188384370188
618,400.9,6,2,6,2.65,78.1,-42.9592692054603,-7.37162234107846
619,312.3,5,2,5,3.24,59.0,-49.6156721264006,-7.37153552410171
620,350.8,6,1,5,3.06,75.2,-50.5639107820807,-7.37135554281447
621,394.9,5,0,4,3.57,59.5,-55.8891754901651,-7.36969214903419
622,369.5,6,2,8,3.92,94.5,-53.7445669068347,-7.36913424138456
623,326.4,4,0,2,2.75,40.6,-47.2688734697213,-7.36879180182725
624,294.2,5,0,3,3.16,56.7,-46.0531863743099,-7.36793012641956
625,391.5,6,2,9,3.69,74.4,-52.6994123599234,-7.36686004400812
626,369.8,6,1,7,2.56,88.1,-46.5757090630077,-7.36664616644011
627,381.4,5,1,7,4.84,56.2,-49.9041981553491,-7.3666301780176
628,463.5,8,1,5,2.47,105.1,-43.9042748645934,-7.36602173390734
629,393.2,6,1,4,3.14,67.9,-57.0136012229032,-7.36601518746474
630,352.4,6,1,5,3.36,85.6,-51.1848915797245,-7.36560888273833
631,329.3,5,2,5,2.84,61.4,-46.2272830019792,-7.36374873994878
632,363.4,5,0,4,3.02,55.2,-44.6801040618839,-7.36196781578325
633,356.9,4,1,6,4.26,49.4,-54.4865374445717,-7.36184996044573
634,338.3,6,1,5,1.65,72.9,-43.6370408111061,-7.36150807659702
635,443.9,8,2,8,2.3,102.2,-51.7052133569714,-7.36020001924178
636,373.7,5,1,3,2.16,66.8,-48.5404212813337,-7.35974043309624
637,369.5,4,1,9,5.18,54.9,-61.5538022901574,-7.35968162061507
638,466.8,6,3,8,4.98,89.4,-65.8543467959535,-7.35874603779553
639,398.4,5,1,6,4.56,70.7,-59.972794267459,-7.35783983427361
640,422.4,10,3,9,2.19,136.5,-48.4849206442614,-7.35763433636294
641,372.9,5,1,8,3.44,68.3,-45.6304588764351,-7.35734222578636
642,464.0,7,1,9,2.64,86.8,-58.6517136282464,-7.35716632810048
643,337.3,7,1,4,1.93,85.6,-47.7444319532515,-7.35668601262428
644,264.4,2,2,2,3.96,38.9,-42.8782176972982,-7.35656227656653
645,364.4,6,1,6,1.92,75.7,-46.0337327907591,-7.35650647847864
646,303.3,6,0,4,1.4,65.1,-43.9125554642624,-7.35556066005945
647,234.3,3,1,4,2.95,46.5,-44.7349865209344,-7.3555011257523
648,368.3,8,1,4,1.57,86.3,-56.8734457374912,-7.35489934113121
649,330.4,6,2,5,1.64,76.0,-51.8550829768437,-7.35477303647188
650,341.3,5,0,4,3.06,56.5,-43.3146615663582,-7.35425012289035
651,458.5,8,1,8,4.0,102.1,-53.0408666926824,-7.35411467600044
652,357.9,5,2,5,4.1,54.8,-56.2117223176774,-7.35298503659383
653,450.5,7,2,10,3.32,101.7,-68.8004270243591,-7.35249495520259
654,363.4,7,1,5,1.41,95.9,-43.3303689354361,-7.35195742956525
655,249.3,4,0,3,2.75,47.8,-43.0374948502358,-7.35187552303888
656,363.4,5,0,4,3.02,55.2,-44.751068346427,-7.35147110303233
657,328.3,6,2,8,2.65,84.1,-44.2429913494252,-7.35131439812538
658,478.5,9,1,9,4.05,104.0,-66.2081349419268,-7.35099084020391
659,358.8,6,1,4,2.49,67.9,-55.5324811780602,-7.35082738548144
660,383.4,6,2,3,1.78,83.7,-47.4924680568784,-7.35066128419347
661,355.3,5,0,5,3.31,56.5,-44.7338699914826,-7.35032620872122
662,345.4,6,2,7,2.33,83.6,-45.5655631789114,-7.3502167314858
663,335.4,4,0,5,3.94,37.6,-47.5132820583394,-7.34997664016451
664,421.5,7,1,8,3.22,80.1,-52.7193856603353,-7.34965497806178
665,418.3,6,0,5,3.73,63.9,-39.7104095934255,-7.34933434668923
666,368.8,4,0,3,4.26,32.3,-48.3976479828352,-7.34909358452393
667,481.9,8,2,9,3.98,113.9,-45.2682728192622,-7.34841025712786
668,382.7,8,1,4,2.69,85.8,-48.3478162860829,-7.34783372755512
669,416.4,5,1,5,3.18,66.5,-49.0884714627218,-7.34757602466277
670,449.5,7,0,6,3.15,82.1,-55.2946730658932,-7.34755809982897
671,421.4,7,3,7,3.47,93.9,-56.6819843637031,-7.34752560509824
672,374.8,5,1,7,3.51,81.4,-51.4230627278894,-7.34737730153308
673,332.8,3,0,5,4.73,39.4,-50.8263168950152,-7.3473632320875
674,399.8,6,1,6,3.69,76.1,-51.666931845718,-7.34709262112611
675,337.4,5,0,4,3.3,55.2,-56.6222136172428,-7.34709115473184
676,335.3,4,1,4,4.39,54.9,-47.3984307250003,-7.34694186387969
677,326.4,5,1,7,3.64,59.8,-51.9803371749176,-7.34679727043242
678,494.0,9,1,9,3.09,105.2,-56.3378025995389,-7.34599696648463
679,312.3,3,0,6,4.38,39.4,-48.4998710774425,-7.34576977392226
680,324.4,6,2,6,3.5,76.0,-48.1875736350557,-7.34565776809545
681,451.8,5,0,5,5.22,60.9,-52.3498631695711,-7.34526920542483
682,299.7,6,2,3,1.93,86.7,-44.8102523557845,-7.34476612459103
683,405.4,8,2,8,0.2,104.8,-50.5196411763573,-7.34469895115322
684,447.9,7,1,6,3.2,102.7,-44.7267071795613,-7.3446867190112
685,395.5,7,2,10,2.95,97.4,-56.2007251152545,-7.34456996759012
686,350.4,5,0,5,3.03,49.9,-48.4053233747391,-7.34438807142144
687,343.5,5,2,7,2.94,74.8,-51.8041252825296,-7.34429242459669
688,434.4,7,1,5,3.75,84.9,-53.7500480487752,-7.34262738336117
689,295.8,6,0,8,1.55,56.0,-52.5645982717215,-7.34259186371754
690,342.3,7,2,3,0.9,103.8,-39.3588777602426,-7.3418636645913
691,480.9,7,1,10,4.05,112.6,-48.6960390636468,-7.34161682091675
692,300.3,4,2,4,3.08,74.6,-45.9978355689664,-7.34131452448753
693,370.8,4,0,5,4.92,42.4,-54.8170341511568,-7.3411850227841
694,298.4,4,0,2,2.37,40.6,-52.8021197654098,-7.34035839513355
695,408.3,5,0,5,3.36,63.7,-47.6439309541183,-7.33983040377941
696,366.4,7,1,7,2.76,78.3,-45.0119929707489,-7.33967589935329
697,354.5,6,1,10,3.28,75.3,-34.4161497388723,-7.33950471179011
698,335.7,7,1,4,1.25,88.1,-48.2183883907255,-7.33825888365904
699,364.4,6,3,3,3.36,102.4,-56.9671457861377,-7.33712568594934
700,340.3,4,0,4,2.49,40.6,-40.8355225734131,-7.33669592853947
701,475.3,6,1,7,4.51,75.7,-56.4026928652793,-7.33662808636431
702,358.8,6,1,4,2.49,67.9,-58.0323957027313,-7.33526640127772
703,443.9,7,1,6,3.37,97.7,-62.309490434397,-7.33524404608203
704,372.9,5,1,8,3.44,68.3,-51.6656608876547,-7.33227468882129
705,361.3,6,2,6,2.02,78.5,-46.5006601845134,-7.3320427026152
706,344.4,6,1,7,3.04,75.2,-54.7027485112849,-7.32982175069642
707,303.3,5,2,7,1.77,74.8,-48.8570210571961,-7.32849846083667
708,319.4,5,0,4,3.16,55.2,-56.4434253222071,-7.32812336947506
709,481.3,4,0,8,5.72,52.6,-50.6130557097058,-7.32778218060162
710,419.3,5,1,7,3.62,81.4,-50.5018898303142,-7.32760453705867
711,378.3,5,2,4,4.73,59.0,-50.6562420112596,-7.32701714081809
712,401.5,5,2,8,1.72,45.7,-58.0616966564294,-7.32688167305305
713,299.7,4,1,5,2.84,46.9,-47.7825483165952,-7.32685252451344
714,377.9,7,2,8,2.51,92.9,-37.4930100742804,-7.32677359907613
715,320.8,4,0,5,2.7,40.6,-46.2879299775232,-7.32669892993803
716,408.3,4,1,4,5.77,46.9,-43.9956262110118,-7.32646244627415
717,320.4,7,2,5,3.14,88.5,-42.985195063422,-7.32638761390795
718,323.4,7,2,6,0.2,92.9,-46.0067069693123,-7.3259052543044
719,364.5,5,0,6,3.15,61.2,-29.6098094925464,-7.32570230560451
720,335.4,4,1,4,4.5,54.9,-53.1882913040181,-7.3255875659321
721,347.3,4,1,6,3.84,50.9,-48.4619735383803,-7.32521320997652
722,350.4,5,1,10,1.84,60.8,-57.0270896475076,-7.32445787889284
723,341.3,6,1,5,2.87,73.2,-40.1590894390229,-7.32432282634579
724,276.2,5,0,3,1.46,52.7,-40.2202914561994,-7.32344229592186
725,279.3,4,0,6,2.45,38.1,-49.0937594717016,-7.32310377984022
726,282.3,4,1,5,3.56,59.7,-38.6731289243189,-7.32293906876382
727,293.3,3,0,2,4.38,43.1,-48.3192796088097,-7.32247597250402
728,283.3,5,0,3,3.78,68.9,-46.8743467037375,-7.32128130533233
729,301.3,8,2,4,0.23,103.4,-31.7204337263538,-7.32109838158497
730,324.2,5,0,3,2.89,55.2,-50.7593725700681,-7.31970099369568
731,384.4,7,0,7,3.97,70.1,-48.8421112735268,-7.31944806498498
732,326.1,5,0,5,4.29,69.4,-45.2993855665591,-7.31897211313352
733,307.8,4,0,5,4.35,60.2,-49.5648979729258,-7.31795129687253
734,415.4,6,1,7,3.33,91.4,-42.3033973209813,-7.31782545047837
735,334.4,5,0,5,2.72,60.7,-51.8740805439857,-7.31734439197714
736,326.4,4,1,3,3.23,49.4,-53.0065881940391,-7.31720470023746
